Experiment_ID,Model,Model_Full_Name,Transfer_Learning_Mode,Initialization,Train_Dataset_A,Train_Dataset_B,Train_Combination,Test_Dataset_C,Train_A_Path,Train_B_Path,Test_C_Path,Train_Split,Validation_Split,Test_Split,Experiment_Description,Localization_F1,No_Damage_F1,Minor_Damage_F1,Major_Damage_F1,Destroyed_F1,Damage_Macro_F1,Overall_Score,Run_Status,Notes
HRTBDA_COMBO_0210,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,STVINCENT-VOLCANO,HURRICANE-DELTA + STVINCENT-VOLCANO,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + STVINCENT-VOLCANO, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0211,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,STVINCENT-VOLCANO,HURRICANE-DELTA + STVINCENT-VOLCANO,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + STVINCENT-VOLCANO, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0212,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,STVINCENT-VOLCANO,HURRICANE-DELTA + STVINCENT-VOLCANO,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + STVINCENT-VOLCANO, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0213,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,STVINCENT-VOLCANO,HURRICANE-DELTA + STVINCENT-VOLCANO,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + STVINCENT-VOLCANO, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0214,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,STVINCENT-VOLCANO,HURRICANE-DELTA + STVINCENT-VOLCANO,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + STVINCENT-VOLCANO, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0215,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,STVINCENT-VOLCANO,HURRICANE-DELTA + STVINCENT-VOLCANO,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + STVINCENT-VOLCANO, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0216,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,STVINCENT-VOLCANO,HURRICANE-DELTA + STVINCENT-VOLCANO,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + STVINCENT-VOLCANO, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0217,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TEXAS-TORNADOES, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0218,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TEXAS-TORNADOES, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0219,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TEXAS-TORNADOES, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0220,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TEXAS-TORNADOES, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0221,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TEXAS-TORNADOES, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0222,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TEXAS-TORNADOES, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0223,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TEXAS-TORNADOES, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0224,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TEXAS-TORNADOES, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0225,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TEXAS-TORNADOES, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0226,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TEXAS-TORNADOES, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0227,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TEXAS-TORNADOES, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0228,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TEXAS-TORNADOES, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0229,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TEXAS-TORNADOES, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0230,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TEXAS-TORNADOES, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0231,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TEXAS-TORNADOES, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0232,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TEXAS-TORNADOES, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0233,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TEXAS-TORNADOES, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0234,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TEXAS-TORNADOES,HURRICANE-DELTA + TEXAS-TORNADOES,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TEXAS-TORNADOES, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0235,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TONGA-VOLCANO, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0236,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TONGA-VOLCANO, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0237,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TONGA-VOLCANO, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0238,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TONGA-VOLCANO, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0239,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TONGA-VOLCANO, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0240,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TONGA-VOLCANO, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0241,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TONGA-VOLCANO, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0242,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TONGA-VOLCANO, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0243,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TONGA-VOLCANO, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0244,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TONGA-VOLCANO, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0245,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TONGA-VOLCANO, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0246,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TONGA-VOLCANO, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0247,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TONGA-VOLCANO, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0248,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TONGA-VOLCANO, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0249,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TONGA-VOLCANO, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0250,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TONGA-VOLCANO, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0251,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Train HRTBDA from scratch on HURRICANE-DELTA + TONGA-VOLCANO, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0252,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,HURRICANE-DELTA,TONGA-VOLCANO,HURRICANE-DELTA + TONGA-VOLCANO,xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on HURRICANE-DELTA + TONGA-VOLCANO, test on xBD",,,,,,,,Not started,
