Experiment_ID,Model,Model_Full_Name,Transfer_Learning_Mode,Initialization,Train_Dataset_A,Train_Dataset_B,Train_Combination,Test_Dataset_C,Train_A_Path,Train_B_Path,Test_C_Path,Train_Split,Validation_Split,Test_Split,Experiment_Description,Localization_F1,No_Damage_F1,Minor_Damage_F1,Major_Damage_F1,Destroyed_F1,Damage_Macro_F1,Overall_Score,Run_Status,Notes
HRTBDA_COMBO_0501,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,TEXAS-TORNADOES,MOUNT-SEMERU-ERUPTION + TEXAS-TORNADOES,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + TEXAS-TORNADOES, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0502,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,TEXAS-TORNADOES,MOUNT-SEMERU-ERUPTION + TEXAS-TORNADOES,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + TEXAS-TORNADOES, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0503,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,TEXAS-TORNADOES,MOUNT-SEMERU-ERUPTION + TEXAS-TORNADOES,xBD,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + TEXAS-TORNADOES, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0504,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,TEXAS-TORNADOES,MOUNT-SEMERU-ERUPTION + TEXAS-TORNADOES,xBD,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + TEXAS-TORNADOES, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0505,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0506,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0507,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0508,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0509,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0510,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0511,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0512,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0513,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0514,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0515,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0516,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0517,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0518,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0519,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0520,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0521,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,xBD,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0522,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,TONGA-VOLCANO,MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO,xBD,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + TONGA-VOLCANO, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0523,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + xBD, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0524,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + xBD, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0525,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + xBD, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0526,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + xBD, test on HURRICANE-DELTA",,,,,,,,Not started,
HRTBDA_COMBO_0527,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + xBD, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0528,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,HURRICANE-IAN,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-IAN,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + xBD, test on HURRICANE-IAN",,,,,,,,Not started,
HRTBDA_COMBO_0529,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + xBD, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0530,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,HURRICANE-LAURA,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-LAURA,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + xBD, test on HURRICANE-LAURA",,,,,,,,Not started,
HRTBDA_COMBO_0531,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + xBD, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0532,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + xBD, test on MOUNT-SEMERU-ERUPTION",,,,,,,,Not started,
HRTBDA_COMBO_0533,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + xBD, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0534,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + xBD, test on STVINCENT-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0535,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + xBD, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0536,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + xBD, test on TEXAS-TORNADOES",,,,,,,,Not started,
HRTBDA_COMBO_0537,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + xBD, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0538,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,TONGA-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/TONGA-VOLCANO,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + xBD, test on TONGA-VOLCANO",,,,,,,,Not started,
HRTBDA_COMBO_0539,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,xBD,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Train HRTBDA from scratch on MOUNT-SEMERU-ERUPTION + xBD, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0540,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,MOUNT-SEMERU-ERUPTION,xBD,MOUNT-SEMERU-ERUPTION + xBD,xBD,/homes/j244s673/documents/wsu/phd/dataset/MOUNT-SEMERU-ERUPTION,/homes/j244s673/documents/wsu/phd/dataset/xBD,/homes/j244s673/documents/wsu/phd/dataset/xBD,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on MOUNT-SEMERU-ERUPTION + xBD, test on xBD",,,,,,,,Not started,
HRTBDA_COMBO_0541,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,STVINCENT-VOLCANO,TEXAS-TORNADOES,STVINCENT-VOLCANO + TEXAS-TORNADOES,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Train HRTBDA from scratch on STVINCENT-VOLCANO + TEXAS-TORNADOES, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0542,HRTBDA,High Resolution Transformer Building Damage Assessment,xBD Transfer Learning,xBD pretrained HRTBDA checkpoint,STVINCENT-VOLCANO,TEXAS-TORNADOES,STVINCENT-VOLCANO + TEXAS-TORNADOES,EARTHQUAKE-TURKEY,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/EARTHQUAKE-TURKEY,train,val,test,"Initialize HRTBDA with xBD pretrained weights, fine-tune on STVINCENT-VOLCANO + TEXAS-TORNADOES, test on EARTHQUAKE-TURKEY",,,,,,,,Not started,
HRTBDA_COMBO_0543,HRTBDA,High Resolution Transformer Building Damage Assessment,No Transfer Learning,Random initialization,STVINCENT-VOLCANO,TEXAS-TORNADOES,STVINCENT-VOLCANO + TEXAS-TORNADOES,HURRICANE-DELTA,/homes/j244s673/documents/wsu/phd/dataset/STVINCENT-VOLCANO,/homes/j244s673/documents/wsu/phd/dataset/TEXAS-TORNADOES,/homes/j244s673/documents/wsu/phd/dataset/HURRICANE-DELTA,train,val,test,"Train HRTBDA from scratch on STVINCENT-VOLCANO + TEXAS-TORNADOES, test on HURRICANE-DELTA",,,,,,,,Not started,
